"kid_score","mom_hs","mom_iq"
84,1,95.703553478525
111,1,88.7682200418959
41,0,92.1397163116164
68,1,108.003012055173
107,1,80.3893522505354
82,0,99.8030448828889
89,1,90.0291897576466
83,1,93.9387815603207
73,1,103.708634307566
74,1,77.1092540192799
94,1,117.55716307788
58,1,79.8335329627323
76,1,83.6164421099846
61,1,88.731396852191
38,1,82.7836177401583
100,1,86.8767654682698
84,1,88.731396852191
99,1,92.2408906082888
86,1,90.5517755466136
94,1,84.1414656104858
90,1,93.0737149781151
50,0,85.8348677328627
112,1,98.8559777679018
58,1,95.5123311551858
87,1,101.067678618544
76,1,85.9323780096308
68,1,82.7836177401583
110,1,98.6647554445626
88,0,82.1494688623785
87,0,85.6157957525191
54,0,79.4376298291872
49,0,75.3368157031739
56,1,80.8921631665322
79,1,115.771169861628
82,1,97.1591040033394
80,0,80.8921631665322
60,1,79.505527982829
102,1,98.0121324837439
87,1,108.866496608185
42,0,80.6985995449379
119,1,100.747432341528
84,1,91.0989371500582
86,1,82.9859572521092
113,1,89.715287156883
72,1,131.010705519546
104,1,124.514634617453
94,1,91.6104057504134
78,0,92.9903917236843
80,0,91.8838211415678
67,0,88.6909811561733
104,1,126.093509311965
96,0,84.9853108946437
65,0,82.9859572521092
64,1,101.795041630996
95,1,100.243630139074
56,1,110.013482886319
75,0,88.5769977185567
91,1,106.742042339422
106,1,95.2921406009932
76,1,108.313250636032
90,1,110.33138786508
108,1,116.829800065428
86,0,86.6855431449306
85,1,96.8566241253673
104,0,90.2482617379903
87,1,89.2908058308629
41,0,74.2302451210575
106,0,91.8838211415678
76,0,96.4607209918222
100,0,97.4037857288119
89,1,131.533291308512
42,1,78.2445582670783
102,1,127.675716591188
104,1,124.514634617453
59,0,80.4640178206077
93,0,74.8607299789328
94,0,84.8774118257353
76,1,92.9903917236843
50,0,94.8597081943671
88,1,96.8566241253673
70,1,91.2533362836924
